CoreNumber,ReductionMethod,ToolNumber,LithicArtifactClass,Completeness,EvidenceBipolarPercussion,TechnicalCategory,CortexArea,PlatformCortex,CortexLocation,DorsalScarCount,DorsalDirection,ArisOrientation,FlakeProfile,ProfileTwisted?,Mass,MaxLength,TechLength,MaxWidth,MaxTechWidth,MaxThickness,MidThickness,PlatformWidth,PlatformThickness,ExteriorPlatAngle,Curvature,FlakeTermination,PlatformPrep,NumberPlatformScars,DorsalPrep,PlatAbrasion,FractureInitiationPoint,PlatformDelineation,FissuringOnPlatform,MarksVentralSurface,Lipping,PlatformMorphology,EdgeDamage,DiagnosticImpactFractures,Notes
d8,freehand,19,CompFlake,,No,A3,91-99%,YesComplete,WholeDorsal,5,Radial,,Converging,No,3.58,29.62,29.61,26.03,20.14,5.4,5.4,5.75,2.02,4.57,0.4,Feather,,,None,No,NotExpressed,Double,None,HingedBulb,NoLip,OvularOrTriangular,No,,
d8,freehand,20,FlakeFrag,Distal,,B2,91-99%,,WholeDorsal,2,Subradial,,,,4,30.08,0,29.8,0,6.71,0,0,0,0,0,Axial,,,,,,,,,,,No,,
d8,freehand,21,FlakeFrag,Distal,,B1,0%,,,2,Unidirectional,,,,0.29,13.13,0,9.01,0,2.43,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d8,freehand,23,CompFlake,,No,B7,41-60%,YesComplete,LeftLateral,3,Unidirectional,Parallel,Paralell,No,2.65,34.86,34.85,14.71,14.7,5.85,5.82,2.78,0.83,0,1.1,Axial,,3,None,No,Indeterminate,RegCurve,None,None,NoLip,NarrowLinear,No,,
d8,freehand,27,CompFlake,,No,B6,41-60%,YesComplete,LeftLateral,3,Subradial,,Ovoid,No,3.2,22.58,22.58,19.14,18.09,7.73,7.74,4.65,2.11,0,0,Axial,,0,None,No,Lateral,RegCurve,None,HingedBulb,NoLip,NarrowCurved,No,,
d8,freehand,29,CompFlake,,No,A2,100%,YesComplete,WholeDorsal,0,Indeterminate,,Converging,No,0.97,24.14,24.14,9.59,8.91,4.51,4.52,6.23,4.23,3.98,0.2,Feather,,0,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d8,freehand,36,CompFlake,,No,A1,100%,YesComplete,WholeDorsal,0,Indeterminate,,Ovoid,No,0.78,14.63,14.54,15.45,15.45,3.91,3.93,2.17,1.21,0,0,Feather,,,None,No,NotExpressed,OverhangCurveBreak,None,HertzianCone,NoLip,Indeterminate,No,,
d8,freehand,38,CompFlake,,Yes,A3,91-99%,YesComplete,WholeDorsal,1,Unidirectional,,Converging,No,1.38,25.8,25.79,16.82,13.74,5.44,3.73,13.31,5.51,4.82,1,Feather,,0,None,No,Lateral,RegCurve,CompleteFissure,ShearedBulb,NoLip,OvularOrTriangular,No,,
d8,freehand,40,CompFlake,,No,B6,41-60%,No,DistalRightLat,2,Unidirectional,,Converging,No,0.72,16.78,16.78,15.58,11.91,3.88,3.03,5.69,2.63,4.03,0.9,Axial,NotPrepared,,None,No,Lateral,OverhangCurveBreak,PartialFissure,HingedBulb,NoLip,Indeterminate,No,,
d8,freehand,45,FlakeFrag,Mesial,,CoreMaintenanceFlake,61-90%,,WholeDorsal,4,Unidirectional,Parallel,,,1,23.64,0,7.94,7.93,6.51,0,0,0,0,0,,,,,,,,,,,,No,,
d8,freehand,47,FlakeFrag,Mesial,,A2,100%,,WholeDorsal,0,Unidirectional,,,,0.53,23.89,0,9.06,7.5,2.83,0,0,0,0,0,,,,,,,,,,,,No,,
d8,freehand,59,FlakeFrag,Proximal,,B7,11-40%,YesPartial,LeftLateral,2,Unidirectional,,,No,0.27,13.13,0,9.75,9.44,2.55,0,1.83,0.54,0,0,,Indeterminate,,HingedRemovals,Indeterminate,Indeterminate,Indeterminate,None,HertzianCone,SmallOrPartialLip,NarrowCurved,No,,
d8,freehand,62,CompFlake,,No,B1,0%,No,,3,Unidirectional,Parallel,Converging,No,0.24,17.48,17.47,9.42,9.4,1.97,1.97,0.94,0.54,0,0.9,Feather,NotPrepared,,HingedRemovals,Yes,Indeterminate,RegCurve,None,HingedBulb,SmallOrPartialLip,Punctiform,No,,
d8,freehand,66,FlakeFrag,Distal,,B1,0%,,,3,Unidirectional,Convergent,,,0.06,17.63,0,6.83,0,1.17,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d8,freehand,67,CompFlake,,Yes,B1,0%,No,,3,Unidirectional,Parallel,Paralell,No,0.28,18.74,15.95,9.68,7.59,1.49,1.08,4.26,1.05,0,0,Splintered,NotPrepared,,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,NarrowCurved,No,,
d8,freehand,71,FlakeFrag,Distal,,B1,11-40%,,Distal,2,Unidirectional,,,,0.32,18.53,0,6.55,0,2.73,0,0,0,0,0,Hinge,,,,,,,,,,,No,,
d8,freehand,78,FlakeFrag,Distal,,B2,11-40%,,Distal,2,Unidirectional,,,,0.31,16.33,0,8.04,0,3.07,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d9,freehand,10,CompFlake,,No,B3,0%,YesComplete,,3,Bidirectional,Parallel,Paralell,No,1.62,23.71,23.67,17.2,17.13,5.12,3.5,6.68,2.21,2.9,1.1,Axial,,0,HingedRemovals,Yes,Lateral,RegCurve,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d9,freehand,12,CompFlake,,No,A3,61-90%,YesComplete,LeftLateral,1,Unidirectional,,Paralell,No,4.85,0,44.13,16.23,15.12,6.27,5.08,3.61,1.75,0,1.1,Axial,,0,None,No,Indeterminate,Double,None,HingedBulb,NoLip,OvularOrTriangular,No,,"shows how double impacts are made via platform morphologies, not force"
d9,freehand,17,CompFlake,,No,B1,0%,No,,4,Unidirectional,Parallel,Converging,No,1.1,40.36,39.94,9.67,9.15,2.95,2.34,5.23,1.85,0,1.1,Feather,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d9,freehand,27,BrokenButNearlyComplete,Complete,No,B1,1-9%,No,DistalLeftLat,3,Unidirectional,Parallel,,No,0.58,27,26.88,9.26,8.22,2.67,2.13,3.19,1.57,0,0,Hinge,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,CompleteFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d9,freehand,31,CompFlake,,No,B7,0%,YesComplete,,2,Unidirectional,,Paralell,No,0.46,20.74,20.72,11.95,11.95,4.43,2.35,7.23,2.23,2.55,0,Splintered,,0,None,No,Lateral,RegCurve,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d9,freehand,39,FlakeFrag,Proximal,,B1,0%,No,,2,Unidirectional,,,No,0.18,7.67,0,12.81,0,2.36,0,3.39,1.31,0,0,,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d9,freehand,43,CompFlake,,No,B7,1-9%,YesComplete,RightLateral,3,Unidirectional,Parallel,Ovoid,No,0.61,20.16,18.41,14.59,14.49,2.38,2.03,3.51,1,0,0.4,Splintered,,,None,No,Indeterminate,Indeterminate,None,HertzianCone,NoLip,NarrowCurved,No,,
d9,freehand,51,FlakeFrag,Distal,Yes,B1,0%,,,5,Subradial,,,,0.2,17.75,0,9.26,0,1.33,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d9,freehand,53,FlakeFrag,Distal,,A3,61-90%,,WholeDorsal,2,Indeterminate,,,,0.28,10.34,0,17.56,0,2.12,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d9,freehand,54,CompFlake,,No,B1,0%,No,,3,Unidirectional,Convergent,Converging,Yes,0.12,13.44,13.47,5.41,3.79,1.67,1,1.24,0.43,0,0.2,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,NarrowLinear,No,,
d9,freehand,59,CompFlake,,No,B2,11-40%,No,DistalRightLat,3,Unidirectional,Parallel,Expanding,No,6.41,37.73,34.79,23.61,21.82,7.36,6.79,4.81,3.17,3.01,1.2,Axial,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d9,freehand,67,FlakeFrag,Proximal,,B7,0%,No,,2,Unidirectional,,,No,0.4,15.81,0,7.99,7.41,2.64,0,4.08,1.78,2.35,0,,NotPrepared,,None,Yes,NotExpressed,RegCurve,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d9,freehand,70,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Converging,No,0.15,12.72,12.72,6,5.28,1.68,1.64,3.01,0.71,0,0,Hinge,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,NarrowCurved,No,,
d9,freehand,72,FlakeFrag,Distal,Indeterminate,B7,11-40%,,LeftLateral,2,Unidirectional,,,,0.23,13.7,0,7.83,0,2.23,0,0,0,0,0,Hinge,,,,,,,,,,,No,,
d9,freehand,78,CompFlake,,No,B7,11-40%,No,LeftLateral,3,Unidirectional,Parallel,Paralell,Yes,0.71,16.81,16.81,16.01,15.92,2.96,2.86,4.47,1.26,0,0,Hinge,NotPrepared,,None,Yes,Centered,RegCurve,PartialFissure,HertzianCone,NoLip,NarrowCurved,No,,
d9,freehand,82,CompFlake,,No,B1,0%,No,,3,Unidirectional,Parallel,Converging,No,0.55,35.59,35.52,9.24,7.12,2.59,2.45,3.97,2.27,2.44,0.4,Feather,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d9,freehand,85,FlakeFrag,Proximal,,B1,0%,No,,0,Indeterminate,,,No,0.25,15.54,0,8.09,0,2.74,0,4.15,1.4,0,0,,NotPrepared,,HingedRemovals,Yes,Indeterminate,Indeterminate,Indeterminate,HingedBulb,NoLip,QuadrangularTrapezoid,No,,
d9,freehand,86,FlakeFrag,Distal,,B6,11-40%,,LeftLateral,1,Unidirectional,,,,0.07,15.36,0,7.21,0,1.64,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d9,freehand,88,Shatter,,,,61-90%,,,0,,,,,0.16,13.88,0,6.07,0,2.49,0,0,0,0,0,,,,,,,,,,,,,,pseudo backing
d9,freehand,91,FlakeFrag,Proximal,,B1,0%,No,,2,Unidirectional,,,No,0.12,9.29,0,5.09,5.27,2.41,0,3.36,1.11,0,0,,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,SmallOrPartialLip,OvularOrTriangular,No,,
c1,bipolar,2,FlakeFrag,Proximal,,A3,91-99%,No,WholeDorsal,0,Unidirectional,,,No,2.43,15.57,0,18.66,15.6,13.44,0,11.39,10.53,0,0,,NotPrepared,,None,No,Centered,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
c1,bipolar,23,CompFlake,,Indeterminate,B1,0%,No,,2,Unidirectional,,Converging,No,0.42,16.19,16.18,8.5,7.34,3.43,2.66,3.93,1.76,0,0,Hinge,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,PartialFissure,ShatteredBulb,NoLip,OvularOrTriangular,No,,
c1,bipolar,24,BrokenButNearlyComplete,Proximal,,B7,0%,No,,2,Unidirectional,,,No,0.23,0,0,6.65,6.05,3.1,0,3.15,4.42,0.69,0,,NotPrepared,,None,Yes,NotExpressed,RegCurve,None,None,NoLip,ReducedToAnEdge,Yes,,
c1,bipolar,33,CompFlake,,Yes,B7,0%,No,,1,Unidirectional,,Expanding,No,0.31,16.12,16.11,8.58,7.78,2.7,2.31,0,3.09,0,0,Feather,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,
c1,bipolar,47,CompFlake,,No,A2,100%,No,WholeDorsal,0,Indeterminate,,Ovoid,No,0.39,15.79,15.76,11.86,11.85,2.13,1.91,5.31,1.99,0,0.3,Feather,NotPrepared,,None,No,NotExpressed,Indeterminate,CompleteFissure,ShatteredBulb,NoLip,Indeterminate,No,,
c1,bipolar,54,CompFlake,,Yes,B1,0%,No,,2,Unidirectional,,Converging,No,0.09,16.4,16.39,7.66,7.82,2.24,1.62,3.76,1.13,0,0,Feather,NotPrepared,,Indeterminate,Indeterminate,Indeterminate,RegCurve,None,RipplesUndulations,NoLip,OvularOrTriangular,No,,
c1,bipolar,63,FlakeFrag,Proximal,,B7,11-40%,No,LeftLateral,1,Unidirectional,,,Yes,0.92,19.8,0,12.57,10.79,3.64,0,7.33,3.29,0,1.1,,NotPrepared,,None,No,Lateral,RegCurve,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
c1,bipolar,67,CompFlake,,Indeterminate,B1,0%,No,,1,Bidirectional,,Paralell,Yes,0.19,16.51,12.9,8.13,7.57,1.8,1.42,7.85,0.86,0,0,Feather,NotPrepared,,None,No,Lateral,RegCurve,None,HertzianCone,NoLip,NarrowLinear,No,,
c1,bipolar,72,CompFlake,,Indeterminate,B9,91-99%,No,WholeDorsal,1,Unidirectional,,Converging,Yes,0.56,19.92,19.93,10.65,10.65,3.26,2.1,6.65,2.77,0,2,Step,NotPrepared,,None,No,NotExpressed,RegCurve,None,RipplesUndulations,NoLip,QuadrangularTrapezoid,No,,
c1,bipolar,73,FlakeFrag,Proximal,,B7,11-40%,No,LeftLateral,1,Unidirectional,,,Yes,0.34,11.56,0,7.8,8.41,3.39,0,6.51,2.87,0,0,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,QuadrangularTrapezoid,No,,
c1,bipolar,83,FlakeFrag,Mesial,,B1,0%,,,2,Unidirectional,,,,0.19,12.18,0,5.98,6.52,1.87,0,0,0,0,0,,,,,,,,,,,,No,,
c1,bipolar,94,CompFlake,,Yes,B1,0%,No,,1,Unidirectional,,Paralell,Yes,0.1,0,10.95,5.52,5.52,1.97,1.99,1.53,0.55,0,0,Hinge,NotPrepared,,None,No,Lateral,RegCurve,None,HertzianCone,NoLip,NarrowLinear,Yes,,
c1,bipolar,101,CompFlake,,No,B2,11-40%,No,Distal,2,Unidirectional,,Paralell,No,0.33,0,13.04,9.09,8.25,2.07,2.17,4.75,1.11,0,0,Feather,Indeterminate,,HingedRemovals,Yes,Indeterminate,Double,None,HertzianCone,NoLip,OvularOrTriangular,No,,
c1,bipolar,107,FlakeFrag,Proximal,,B7,0%,No,,3,Unidirectional,Parallel,,No,0.63,14.27,0,10.48,9.64,4.7,0,2.26,2.26,0,0,,Indeterminate,,Indeterminate,Yes,Centered,Indeterminate,PartialFissure,HingedBulb,Indeterminate,Crushed,Yes,,
c1,bipolar,112,FlakeFrag,Proximal,,B1,0%,No,,0,Unidirectional,,,No,0.09,9.02,0,7.35,5.77,1.54,0,3.12,0.86,0,0,,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,Indeterminate,RipplesUndulations,Indeterminate,Crushed,No,,
c1,bipolar,117,CompFlake,,Yes,A3,61-90%,No,DistalRightLat,1,Bidirectional,,Ovoid,No,0.38,11.7,11.69,8.94,9.01,3.44,3.19,0,0,0,0,Bipolar,NotPrepared,,HingedRemovals,Yes,Indeterminate,Indeterminate,PartialFissure,HingedBulb,Indeterminate,Crushed,Yes,,
c1,bipolar,123,CompFlake,,Indeterminate,B1,0%,Indeterminate,,0,Unidirectional,,Ovoid,No,0.02,8.58,7.72,10.33,7.63,0.75,0.76,3.81,0.69,0,0,Feather,NotPrepared,,None,No,NotExpressed,Indeterminate,PartialFissure,ShearedBulb,NoLip,Crushed,No,,
c1,bipolar,127,CompFlake,,Indeterminate,B1,0%,No,,1,Indeterminate,,Other,No,0.15,12.97,9.39,16.64,16.6,2.84,1.35,4.52,2.94,0,0.3,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,None,None,NoLip,OvularOrTriangular,No,,
c1,bipolar,136,FlakeFrag,Mesial,,B7,0%,,,1,Unidirectional,,,,0.16,16.04,0,5.91,4.67,1.73,0,0,0,0,0,,,,,,,,,,,,No,,
c1,bipolar,186,CompFlake,,Indeterminate,B1,0%,No,,1,Unidirectional,,Converging,No,0.18,11.29,11.3,5.91,5.49,2.15,1.95,3.04,1.05,0,0,Step,NotPrepared,,None,No,Lateral,RegCurve,PartialFissure,RipplesUndulations,NoLip,NarrowLinear,No,,
c10,bipolar,1,CompFlake,,Yes,CoreMaintenanceFlake,1-9%,YesComplete,Distal,7,Subradial,,Paralell,No,5.84,35.61,35.61,16.51,16.51,12.15,12.15,0,0,0,0,Axial,,0,Indeterminate,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,ShearedBulb,NoLip,Indeterminate,No,,
c10,bipolar,15,FlakeFrag,RightLateral,No,B1,0%,YesComplete,,1,Unidirectional,,,No,0.21,11.3,9.92,16.03,0,2.71,2.14,0,1.52,1.6,0,,,0,None,No,,OverhangCurveBreak,None,RipplesUndulations,NoLip,ChapeauDeGendarme,No,,
c10,bipolar,18,BrokenButNearlyComplete,Proximal,,B1,0%,No,,2,Bidirectional,,,Yes,0.06,16.77,0,5.09,3.96,2.09,0,1.86,0.83,0,0.2,,Indeterminate,,Indeterminate,No,Indeterminate,Indeterminate,None,RipplesUndulations,NoLip,NarrowLinear,Yes,,
c10,bipolar,19,FlakeFrag,Distal,,B1,0%,,,1,Unidirectional,,,,0.16,12.76,0,9.17,0,2.32,0,0,0,0,0,Feather,,,,,,,,,,,No,,
c10,bipolar,20,CompFlake,,Yes,B1,0%,Indeterminate,,2,Unidirectional,,Converging,No,0.05,12.25,12.22,4.9,3.66,1.39,0.94,4.75,0.56,0,0,Feather,NotPrepared,,HingedRemovals,No,NotExpressed,Indeterminate,CompleteFissure,Crushing,NoLip,Crushed,No,,
c10,bipolar,22,CompFlake,,Yes,B1,0%,Indeterminate,,2,Unidirectional,,Paralell,No,0.26,20.79,20.79,4.49,4.48,3.06,2.41,2.2,0.77,0,0,Feather,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,None,RipplesUndulations,NoLip,Crushed,Yes,,
c10,bipolar,30,Shatter,,,,0%,,,0,,,,,0.11,11.18,0,9.72,0,1.83,0,0,0,0,0,,,,,,,,,,,,,,
c10,bipolar,32,FlakeFrag,Mesial,,B1,0%,,,2,Bidirectional,,,,0.22,14.67,0,7.28,6.9,1.87,0,0,0,0,0,,,,,,,,,,,,No,,
c12,bipolar,21,CompFlake,,Yes,B1,0%,No,,2,Bidirectional,,Paralell,Yes,0.21,14.41,14.4,8.07,5.71,2.27,2.03,0,0,0,0,Hinge,NotPrepared,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,None,None,NoLip,Indeterminate,No,,
c10,bipolar,34,Shatter,,,,0%,,,0,,,,,0.03,10.2,0,7.98,0,0.95,0,0,0,0,0,,,,,,,,,,,,,,
c10,bipolar,43,BrokenButNearlyComplete,Complete,Yes,B1,0%,No,,5,Bidirectional,Indeterminate,,Yes,0.73,16.35,16.35,13.58,10.13,4.93,4.47,2.02,0.99,0,0,HingeOrStep,NotPrepared,,Indeterminate,Indeterminate,Indeterminate,OverhangCurveNoBreak,CompleteFissure,ShearedBulb,SmallOrPartialLip,OvularOrTriangular,Yes,,
c12,bipolar,53,CompFlake,,No,B1,0%,YesComplete,,1,Unidirectional,,Other,No,0.33,13.82,8.53,22.12,19.85,4.26,2.94,23.5,1.36,2.16,0,Feather,,0,None,No,Indeterminate,RegCurve,None,RipplesUndulations,NoLip,ChapeauDeGendarme,No,,
c10,bipolar,44,Shatter,,,,0%,,,0,,,,,0.03,16.92,0,6.4,0,1.09,0,0,0,0,0,,,,,,,,,,,,,,
c10,bipolar,45,Shatter,,,,0%,,,0,,,,,0.08,10.66,0,9.29,0,3.46,0,0,0,0,0,,,,,,,,,,,,,,
c10,bipolar,46,CompFlake,,Yes,B1,0%,YesPartial,,3,Subradial,,Paralell,Yes,0.26,16.48,14.34,7.17,5.2,2.78,2.3,2.52,0.7,0,0.3,Axial,NotPrepared,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,Crushing,NoLip,Crushed,No,,
c10,bipolar,48,FlakeFrag,Mesial,,B7,11-40%,,RightLateral,1,Unidirectional,,,,0.59,8.76,0,12.34,10.45,5.11,0,0,0,0,0,,,,,,,,,,,,No,,
c10,bipolar,60,BrokenButNearlyComplete,Complete,Indeterminate,B6,11-40%,YesPartial,RightLateral,2,Unidirectional,,,No,0.29,14.24,14.19,15.59,10.38,1.97,1.47,3.43,0.61,0,0,Hinge,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,None,HingedBulb,NoLip,ReducedToAnEdge,No,,
c10,bipolar,67,FlakeFrag,Proximal,,B1,0%,No,,2,Bidirectional,,,No,0.08,15.27,0,8.41,8.36,1.79,0,1.55,0.89,0,0,,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,
c10,bipolar,80,CompFlake,,Yes,B1,0%,No,,3,Bidirectional,Indeterminate,Paralell,Yes,0.15,15.02,15.02,6.15,5.06,1.75,1.79,1.17,0.46,0,0.9,Feather,NotPrepared,,HingedRemovals,Indeterminate,Indeterminate,OverhangCurveNoBreak,None,HingedBulb,NoLip,ReducedToAnEdge,No,,
c10,bipolar,87,CompFlake,,Yes,B1,0%,No,,2,Bidirectional,,Converging,No,0.18,11.1,11.11,7,6.75,3.19,2.97,2.6,1.19,0,0,Bipolar,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,ShearedBulb,Indeterminate,OvularOrTriangular,No,,
c10,bipolar,87,CompFlake,,No,B2,1-9%,No,Distal,3,Unidirectional,Parallel,Expanding,No,0.06,10.44,10.43,7.29,6.73,1.39,1.33,1.68,0.63,0,0,Feather,NotPrepared,,HingedRemovals,Yes,Indeterminate,OverhangCurveBreak,None,None,NoLip,OvularOrTriangular,No,,
c10,bipolar,91,CompFlake,,Yes,B1,0%,No,,2,Bidirectional,,Paralell,Yes,0.05,10.72,10.71,4.47,4.48,2.4,1.99,1.64,1.6,0,0,Axial,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,PartialFissure,None,NoLip,Indeterminate,No,,
c11,bipolar,5,CompFlake,,Indeterminate,B4,1-9%,YesComplete,DistalLeftLat,1,Indeterminate,,Expanding,No,3.64,29.41,24.88,34.61,21.26,7.63,2.19,13.25,2.57,0,1.2,Bipolar,,0,Indeterminate,Indeterminate,Indeterminate,OverhangCurveNoBreak,Indeterminate,None,NoLip,Crushed,No,,
c11,bipolar,9,CompFlake,,Yes,A2,100%,Indeterminate,WholeDorsal,0,Indeterminate,,Ovoid,No,2.4,19.3,19.3,22.59,22.73,5.22,4.58,9.88,2.25,0,1,Overshoot,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,None,HingedBulb,Indeterminate,Crushed,No,,
c11,bipolar,12,FlakeFrag,Proximal,,B1,0%,No,,1,Unidirectional,,,No,0.25,9.02,0,11.55,9.17,1.63,0,4.65,0.75,0,0,,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveNoBreak,None,HertzianCone,NoLip,NarrowLinear,No,,
c11,bipolar,15,Shatter,,,,0%,,,0,,,,,0.24,13.33,0,8.45,0,2.82,0,0,0,0,0,,,,,,,,,,,,,,
c11,bipolar,17,CompFlake,,Yes,B1,0%,No,,2,Bidirectional,,Expanding,No,0.53,15.82,10.15,22.41,18.82,2.67,2.17,6.09,0.84,0,0,Feather,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,ShearedBulb,Indeterminate,ReducedToAnEdge,No,,
c11,bipolar,19,FlakeFrag,Proximal,,B1,0%,No,,3,Bidirectional,Parallel,,No,0.54,10.22,0,10.93,10.26,4.64,0,0,0,0,0,,NotPrepared,,None,No,NotExpressed,RegCurve,None,RipplesUndulations,NoLip,QuadrangularTrapezoid,No,,
c11,bipolar,20,CompFlake,,Indeterminate,B1,1-9%,No,DistalLeftLat,2,Bidirectional,,Ovoid,Yes,0.07,11.25,9.66,13.97,9.43,1.65,1.66,2,0.68,0,0,Feather,NotPrepared,,None,Yes,Indeterminate,Double,PartialFissure,ShearedBulb,Indeterminate,ReducedToAnEdge,No,,
c11,bipolar,21,CompFlake,,No,B8,41-60%,YesPartial,DistalLeftLat,2,Unidirectional,,Ovoid,No,0.21,11.03,11.04,13.49,13.48,2.94,1.12,9.53,1.23,0,0.2,Feather,NotPrepared,,None,No,Centered,OverhangCurveBreak,None,RipplesUndulations,NoLip,ChapeauDeGendarme,No,,
c11,bipolar,24,CompFlake,,Yes,B1,0%,No,,1,Unidirectional,,Paralell,No,0.06,13.55,13.56,3.08,3.04,1.49,1.52,1.74,0.9,0,0,Hinge,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,ShearedBulb,Indeterminate,OvularOrTriangular,No,,
c11,bipolar,27,FlakeFrag,Proximal,,B1,0%,No,,1,Indeterminate,,,No,0.23,11.19,0,9.72,10.63,4.07,0,9.08,4.18,0,0,,NotPrepared,,None,No,Indeterminate,Indeterminate,Indeterminate,None,NoLip,OvularOrTriangular,No,,
c11,bipolar,28,CompFlake,,Yes,B1,1-9%,No,Proximal,1,Bidirectional,,Converging,Yes,0.19,13.22,13.21,5.71,3.7,4.38,3.71,0,0,0,0.7,Bipolar,,0,Indeterminate,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,RipplesUndulations,Indeterminate,Crushed,No,,
c11,bipolar,34,CompFlake,,Yes,B1,1-9%,Indeterminate,ProxLeftLat,1,Unidirectional,,Paralell,No,0.07,12.9,12.91,4.6,4.36,1.07,0.68,0,0,0,0,Splintered,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Rectillinear,None,None,NoLip,NarrowLinear,No,,
c11,bipolar,40,FlakeFrag,Mesial,,B1,0%,,,1,Indeterminate,,,,0.22,16.42,0,7.22,6.35,1.92,0,0,0,0,0,,,,,,,,,,,,No,,
c11,bipolar,47,CompFlake,,Yes,B7,0%,YesPartial,,3,Bidirectional,Parallel,Paralell,No,0.29,16.36,16.36,5.34,4.93,2.27,1.88,4.05,1.06,0,0,Splintered,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,Crushing,Indeterminate,Crushed,No,,
c11,bipolar,48,FlakeFrag,Mesial,,B1,0%,,,1,Indeterminate,,,,1.62,22.18,0,21.31,19.48,3.29,0,0,0,0,0,,,,,,,,,,,,No,,
c11,bipolar,51,CompFlake,,Yes,B2,1-9%,No,Distal,2,Bidirectional,,Converging,Yes,0.92,19.15,19.17,10.2,9.66,5.79,4.93,5.01,1.06,0,1.2,Bipolar,Indeterminate,,Indeterminate,Yes,Indeterminate,Double,CompleteFissure,ShearedBulb,Indeterminate,NarrowCurved,No,,
c11,bipolar,56,FlakeFrag,Mesial,,B1,1-9%,,Proximal,2,Unidirectional,,,,0.1,13.55,0,7.74,5.56,1.35,0,0,0,0,0,,,,,,,,,,,,No,,
c11,bipolar,57,CompFlake,,Indeterminate,A2,100%,YesComplete,WholeDorsal,0,Indeterminate,,Converging,No,3.46,28.14,17.95,30.11,17.54,8.4,4.67,8.94,5.39,0,2.1,Feather,,0,None,No,Lateral,OverhangCurveBreak,None,HingedBulb,NoLip,OvularOrTriangular,No,,
c11,bipolar,60,FlakeFrag,Proximal,,A2,100%,Indeterminate,WholeDorsal,0,Indeterminate,,,No,0.98,14.98,0,13.58,12.21,4.74,0,0,0,0,0,,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,ShearedBulb,Indeterminate,Crushed,No,,
