CoreNumber,ReductionMethod,ToolNumber,LithicArtifactClass,Completeness,EvidenceBipolarPercussion,TechnicalCategory,CortexArea,PlatformCortex,CortexLocation,DorsalScarCount,DorsalDirection,ArisOrientation,FlakeProfile,ProfileTwisted?,Mass,MaxLength,TechLength,MaxWidth,MaxTechWidth,MaxThickness,MidThickness,PlatformWidth,PlatformThickness,ExteriorPlatAngle,Curvature,FlakeTermination,PlatformPrep,NumberPlatformScars,DorsalPrep,PlatAbrasion,FractureInitiationPoint,PlatformDelineation,FissuringOnPlatform,MarksVentralSurface,Lipping,PlatformMorphology,EdgeDamage,DiagnosticImpactFractures,Notes
d17,freehand,62,Shatter,,,,100%,,,0,,,,,0.4,13.99,0,8.25,0,5.13,0,0,0,0,0,,,,,,,,,,,,,,
d17,freehand,66,FlakeFrag,Distal,,B1,0%,,,2,Unidirectional,,,,0.27,14.83,0,10.45,0,3.41,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d17,freehand,68,FlakeFrag,Proximal,,B1,0%,Indeterminate,,2,Unidirectional,,,No,0.03,9.87,0,3.2,3.22,1.47,0,0.86,0.38,0,0,,Indeterminate,,None,Yes,Indeterminate,Indeterminate,CompleteFissure,ErrailuerScar,NoLip,Punctiform,No,,
d17,freehand,70,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Converging,No,0.06,12.9,13.27,5.32,5.34,1.26,0.96,1.15,0.52,0,0.1,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,RegCurve,PartialFissure,HertzianCone,NoLip,NarrowLinear,No,,
d17,freehand,74,CompFlake,,No,B7,11-40%,No,RightLateral,3,Radial,,Converging,Yes,0.18,17.22,17.21,6.67,5,2.34,1.63,3.21,1.1,0,0.8,Feather,FacetedWithBulb,,None,Yes,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,NarrowLinear,No,,
d18,freehand,2,FlakeFrag,Distal,,B8,61-90%,,DistalLeftLat,1,Unidirectional,,,,0.91,28.97,0,9.75,0,8.43,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d18,freehand,7,BrokenButNearlyComplete,Complete,No,B2,1-9%,No,DistalLeftLat,4,Unidirectional,Parallel,,No,0.78,25.15,23.98,13.11,10.36,2.62,2.2,2.53,1.37,0,1,Step,NotPrepared,,HingedRemovals,Yes,NotExpressed,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d18,freehand,12,CompFlake,,No,B8,11-40%,YesComplete,RightLateral,1,Indeterminate,,Paralell,No,3.04,26.93,22.59,16.63,23.81,7.52,5.32,1.97,2.7,2.28,0.9,Feather,,1,Indeterminate,No,NotExpressed,Indeterminate,PartialFissure,HertzianCone,NoLip,Indeterminate,No,,
d18,freehand,13,CompFlake,,No,B1,0%,No,,4,Unidirectional,Parallel,Paralell,No,5.4,36.3,35.37,18.7,17.91,10.3,10.26,4.48,3.06,3.26,1.9,Overshoot,NotPrepared,,HingedRemovals,Yes,NotExpressed,Indeterminate,CompleteFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d18,freehand,15,CompFlake,,No,B3,0%,No,,6,Bidirectional,Parallel,Paralell,No,7,38.67,36.2,21.52,19.31,8.29,7.24,0,2.09,0,5,Overshoot,NotPrepared,,HingedRemovals,Yes,NotExpressed,OverhangCurveBreak,CompleteFissure,HingedBulb,NoLip,OvularOrTriangular,No,,
d18,freehand,20,FlakeFrag,Proximal,,B7,11-40%,No,RightLateral,2,Unidirectional,,,Yes,1.4,28.96,0,13.36,11.68,3.23,0,1.71,0.75,0,1,,NotPrepared,,HingedRemovals,Yes,Indeterminate,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,No,,
d18,freehand,29,FlakeFrag,Proximal,,B7,11-40%,No,LeftLateral,1,Unidirectional,,,No,0.37,12.42,0,9.03,6.98,2.7,0,5.38,1.73,3.19,0,,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d18,freehand,45,FlakeFrag,Proximal,,B1,0%,No,,3,Unidirectional,Parallel,,No,1.81,23.98,0,20.61,15.69,3.71,0,6.34,2.72,3.33,0,,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d18,freehand,49,CompFlake,,Yes,B7,11-40%,Indeterminate,LeftLateral,2,Unidirectional,,Paralell,No,0.48,20.3,20.16,9.39,9.63,1.95,1.77,0,0,0,0,Feather,Indeterminate,,HingedRemovals,Yes,Indeterminate,Indeterminate,CompleteFissure,ShearedBulb,NoLip,Crushed,Yes,None,
d18,freehand,51,CompFlake,,No,B3,0%,No,,4,Subradial,,Paralell,Yes,0.72,32.41,31.11,8.91,6.74,3.67,3.23,1.37,0.72,0,0.9,Overshoot,NotPrepared,,HingedRemovals,Yes,NotExpressed,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,No,,
d18,freehand,52,FlakeFrag,Proximal,,B6,11-40%,No,RightLateral,3,Unidirectional,Parallel,,No,0.26,13.36,0,11.36,11.38,3.28,0,4.69,2.08,3.85,0,,FacetedWithBulb,2,HingedRemovals,Yes,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d18,freehand,58,BrokenButNearlyComplete,Complete,No,B6,11-40%,No,RightLateral,2,Unidirectional,,,No,0.32,19.98,19.01,9.22,9.12,1.61,1.66,3.92,1.16,2.05,0.2,Step,NotPrepared,,HingedRemovals,Yes,NotExpressed,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,Yes,None,
d18,freehand,63,FlakeFrag,Mesial,,B1,0%,,,2,Unidirectional,,,,0.29,12.42,0,11.34,8.85,1.95,0,0,0,0,0,,,,,,,,,,,,No,,
d18,freehand,73,FlakeFrag,Mesial,,B1,0%,,,3,Unidirectional,Convergent,,,0.39,18.57,0,9.04,7.5,2.47,0,0,0,0,0,,,,,,,,,,,,No,,
d18,freehand,75,BrokenButNearlyComplete,Complete,No,B1,0%,Indeterminate,,2,Unidirectional,,,Yes,0.32,0,14.13,7.28,6.33,2.39,1.94,0,0,0,0,Hinge,Indeterminate,,HingedRemovals,Indeterminate,Indeterminate,Indeterminate,None,HertzianCone,NoLip,ReducedToAnEdge,No,,
d18,freehand,84,CompFlake,,Yes,B1,0%,No,,3,Unidirectional,Parallel,Converging,No,0.46,20.62,20.5,9.16,8.48,3.5,1.85,0,0,0,0.5,Feather,Indeterminate,,HingedRemovals,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,HingedBulb,NoLip,Crushed,No,,
d18,freehand,85,CompFlake,,No,B1,0%,YesComplete,,1,Radial,,Ovoid,No,0.17,9.54,7.09,12.62,8.77,2.12,1.19,6.88,1.64,0,0,Feather,,1,None,Yes,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d18,freehand,86,FlakeFrag,Proximal,,B1,1-9%,No,DistalRightLat,2,Unidirectional,Parallel,,Yes,0.09,14.13,0,6.35,5.6,1.4,0,1.97,0.74,0,0.1,,NotPrepared,,None,Yes,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d18,freehand,88,CompFlake,,No,B1,1-9%,YesPartial,Proximal,2,Unidirectional,,Paralell,No,0.4,14.64,8.55,10.87,8.99,4.18,2.15,3.92,0.84,0,0.2,Feather,NotPrepared,,None,No,NotExpressed,Indeterminate,None,HertzianCone,NoLip,NarrowLinear,No,,
d18,freehand,90,FlakeFrag,Mesial,,B6,1-9%,,DistalRightLat,2,Unidirectional,,,,0.05,12.99,0,6.61,5.92,1,0,0,0,0,0,,,,,,,,,,,,No,,
d19,freehand,8,CompFlake,,No,B1,0%,YesComplete,,2,Subradial,,Paralell,Yes,0.35,16.57,11.67,14.94,11.33,2.06,1.54,5.24,1.83,1.89,0.1,Splintered,,0,HingedRemovals,Yes,NotExpressed,RegCurve,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d19,freehand,15,FlakeFrag,Mesial,,C2,0%,,,1,Subradial,,,,0.71,25.26,0,7.19,5.96,3.86,0,0,0,0,0,,,,,,,,,,,,No,,0.9
d19,freehand,26,CompFlake,,No,B7,11-40%,No,LeftLateral,2,Subradial,,Expanding,No,0.65,31.01,29.29,11.49,8.4,2.06,2.06,2.5,1.27,0,1,Feather,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,None,HertzianCone,SmallOrPartialLip,OvularOrTriangular,No,,
d19,freehand,28,CompFlake,,No,B1,0%,No,,4,Bidirectional,Parallel,Paralell,No,2.67,42.49,41.95,16.36,13.89,4,2.95,5.38,3.53,4.2,0,Feather,NotPrepared,,LateralNotching,Yes,NotExpressed,RegCurve,None,HertzianCone,SmallOrPartialLip,OvularOrTriangular,No,,
d19,freehand,42,CompFlake,,No,B1,0%,No,,3,Unidirectional,Parallel,Paralell,No,1.8,25.55,24.34,16.61,14.08,4.46,4.04,9.16,2.74,3.53,0.1,Hinge,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d19,freehand,44,FlakeFrag,Distal,,B1,0%,,,3,Bidirectional,Convergent,,,0.33,25.3,0,9.44,0,2.08,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d19,freehand,47,CompFlake,,No,B1,1-9%,No,DistalLeftLat,3,Unidirectional,Parallel,Converging,No,0.8,25.28,23.85,15.51,12.88,3.1,1.88,5.77,1.73,2.87,0.5,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d19,freehand,53,CompFlake,,No,B8,11-40%,No,DistalLeftLat,4,Unidirectional,Parallel,Paralell,Yes,3.85,44.52,42.61,20.52,19.05,4,3.36,10.1,3.49,4.24,2,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,CompleteFissure,ShatteredBulb,NoLip,OvularOrTriangular,No,,
d19,freehand,54,CompFlake,,No,B6,41-60%,No,LeftLateral,1,Unidirectional,,Paralell,Yes,1.53,24,23.31,12.95,12.35,5.62,3.56,10.78,3.75,3.73,1.1,Hinge,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d19,freehand,59,CompFlake,,No,B7,1-9%,No,ProxLeftLat,2,Unidirectional,,Expanding,Yes,4.01,40.57,37.44,14.52,11.81,8.66,4.83,9.71,2.9,3.55,4,Overshoot,FacetedWithBulb,2,HingedRemovals,Yes,Centered,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d19,freehand,71,FlakeFrag,ProxLeftLat,,Other,0%,Indeterminate,,1,Unidirectional,,,,0.08,14.29,0,8.72,0,1.36,0,0,0,0,0,,Indeterminate,,Indeterminate,Yes,,Indeterminate,CompleteFissure,ShearedBulb,NoLip,ReducedToAnEdge,No,,
d19,freehand,75,CompFlake,,No,B1,0%,No,,4,Bidirectional,Parallel,Paralell,No,1.11,25.75,24.7,12.94,11.72,4.33,3.05,10.18,2.75,3.49,0.7,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d19,freehand,76,FlakeFrag,Proximal,,Other,0%,No,,1,Unidirectional,,,No,0.6,15.86,0,25.61,0,4.12,0,12.12,2.5,3.21,0,,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,PartialFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,Indeterminate,,
d19,freehand,83,FlakeFrag,Mesial,,B6,41-60%,,LeftLateral,1,Unidirectional,,,,0.12,14.99,0,5.41,4.3,2.01,0,0,0,0,0,,,,,,,,,,,,No,,
d19,freehand,84,FlakeFrag,Proximal,,B1,1-9%,No,DistalLeftLat,2,Unidirectional,,,No,0.19,14.87,0,9.69,7.57,1.95,0,2.39,1.03,0,0.2,,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d19,freehand,87,CompFlake,,No,B1,0%,No,,3,Unidirectional,Convergent,Converging,No,0.56,27.69,27.69,10.85,10.02,2.34,1.88,5.53,1.14,0,0.9,Feather,FacetedWithBulb,3,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,NarrowCurved,No,,
d19,freehand,90,CompFlake,,No,B1,0%,YesComplete,,2,Unidirectional,,Expanding,No,0.3,19.71,17.66,8.88,6.5,2.15,1.92,2.09,0.67,0,0,Hinge,,0,None,Indeterminate,Indeterminate,Indeterminate,None,RipplesUndulations,NoLip,Indeterminate,No,,
d19,freehand,104,FlakeFrag,Proximal,,B7,41-60%,No,LeftLateral,1,Unidirectional,,,No,0.13,11.76,0,7.87,7.35,3.42,0,4.68,2.94,4.04,0,,NotPrepared,,None,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,Yes,StepTerminatingBendingFracture,
d19,freehand,105,CompFlake,,No,B1,0%,No,,1,Unidirectional,,Paralell,No,0.27,14.41,12.85,8.46,7.91,4.58,2.54,5.5,4.37,3.23,0,Splintered,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,OvularOrTriangular,No,,
d19,freehand,106,FlakeFrag,Distal,,B8,41-60%,,DistalLeftLat,2,Unidirectional,,,,0.32,13.8,0,10.57,0,2.15,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d2,freehand,2,CompFlake,,No,B1,0%,Indeterminate,,5,Radial,,Ovoid,No,2.58,22.34,20.2,20.19,19.47,6.61,6.61,0,0,0,0,Feather,Indeterminate,,HingedRemovals,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,ShatteredBulb,Indeterminate,Crushed,No,,
d2,freehand,6,CompFlake,,No,B10,61-90%,No,DistalRightLat,1,Unidirectional,,Expanding,Yes,1.7,27.18,26.17,17.05,13.38,3.07,3.87,5.96,2.86,2.93,0.2,Feather,FacetedWithBulb,4,HingedRemovals,Yes,NotExpressed,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d2,freehand,12,CompFlake,,Yes,B10,61-90%,No,RightLateral,3,Unidirectional,Parallel,Paralell,Yes,2.51,27.28,25.68,13.88,13.59,6.6,6.25,3.23,0.89,0,2.1,Feather,NotPrepared,,HingedRemovals,Yes,Indeterminate,Indeterminate,CompleteFissure,ErrailuerScar,NoLip,Crushed,No,,
d2,freehand,13,CompFlake,,No,B4,1-9%,No,Distal,3,Unidirectional,Parallel,Paralell,No,1.11,33.53,33.41,11.2,8.58,2.61,2.26,1.67,0.71,0,1.2,Overshoot,Indeterminate,,HingedRemovals,Yes,Indeterminate,Indeterminate,PartialFissure,HertzianCone,NoLip,Indeterminate,No,,
d2,freehand,22,FlakeFrag,Distal,,Other,61-90%,,Indeterminate,1,Indeterminate,,,,1.33,15.97,0,22.88,0,3.68,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d2,freehand,31,CompFlake,,No,B1,0%,No,,4,Unidirectional,Parallel,Expanding,No,1.08,20.16,15.82,17.26,15.95,5.83,3.69,3.84,0.97,0,0,Feather,NotPrepared,,None,No,NotExpressed,Double,None,RipplesUndulations,NoLip,NarrowLinear,No,,
d2,freehand,33,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Paralell,No,0.86,15.36,15.3,13.74,12.69,3.9,3.91,7.31,1.01,0,0,Hinge,Indeterminate,,HingedRemovals,Yes,NotExpressed,Double,CompleteFissure,HingedBulb,NoLip,ReducedToAnEdge,No,,
d2,freehand,34,FlakeFrag,Proximal,,B1,0%,No,,2,Unidirectional,,,No,0.15,12.36,0,9.58,9.18,1.7,0,2.28,0.72,0,0,,NotPrepared,,None,Yes,NotExpressed,RegCurve,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d2,freehand,35,FlakeFrag,Proximal,,B7,11-40%,No,RightLateral,3,Unidirectional,Parallel,,No,1.34,18.81,0,17.21,13.81,3.62,0,4.13,1.22,1.69,0,,NotPrepared,,None,No,NotExpressed,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,NarrowCurved,No,,
d2,freehand,43,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Converging,No,0.36,21.18,21.14,8.66,7.42,2.76,2.51,3.03,0.65,0,0.5,Feather,Indeterminate,,LongFeatherRemovals,Yes,Indeterminate,Indeterminate,CompleteFissure,ErrailuerScar,NoLip,ReducedToAnEdge,No,,
d2,freehand,55,FlakeFrag,Proximal,,A3,91-99%,No,Distal,0,Indeterminate,,,No,0.52,13.26,0,13.9,13.84,3.19,0,2.5,0.95,0,0,,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d2,freehand,66,FlakeFrag,Proximal,,B1,0%,No,,2,Unidirectional,,,No,0.26,13.89,0,8.81,8.76,1.83,0,2.07,0.56,0,0,,NotPrepared,,HingedRemovals,Yes,NotExpressed,Indeterminate,None,None,NoLip,NarrowLinear,No,,
d2,freehand,68,Shatter,,,,0%,,,0,,,,,0.43,11.3,0,11.68,0,5.35,0,0,0,0,0,,,,,,,,,,,,,,
d2,freehand,69,CompFlake,,No,B1,0%,No,,2,Subradial,,Converging,No,0.32,12.12,12.2,9.14,7.59,2.98,2.59,3.81,1.16,0,0,Feather,NotPrepared,,LongFeatherRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,QuadrangularTrapezoid,Yes,None,
d2,freehand,77,FlakeFrag,Proximal,,B1,0%,No,,0,Subradial,,,No,0.22,10.08,0,12.23,6.26,2.94,0,8.97,2.84,3.63,0,,NotPrepared,,HingedRemovals,No,NotExpressed,Indeterminate,None,None,NoLip,QuadrangularTrapezoid,No,,
d2,freehand,78,CompFlake,,No,B1,0%,No,,2,Subradial,,Paralell,No,0.18,11.57,11.55,10.67,7.32,2.26,1.73,2.05,0.36,0,0,Hinge,Indeterminate,,HingedRemovals,Yes,Indeterminate,Indeterminate,PartialFissure,HingedBulb,NoLip,ReducedToAnEdge,No,,
d2,freehand,81,CompFlake,,Yes,B1,0%,No,,1,Unidirectional,,Expanding,Yes,0.27,12.07,12.28,9.02,7.3,2.68,2.18,1.83,0.65,0,0.1,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,None,HertzianCone,NoLip,NarrowLinear,No,,
d2,freehand,85,FlakeFrag,Proximal,,A3,91-99%,No,RightLateral,1,Unidirectional,,,No,0.24,12.62,0,8.18,7.18,2.39,0,2.85,1.26,0,0,,ResidualFacetWithoutBulb,2,None,Yes,NotExpressed,RegCurve,CompleteFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,Yes,None,
d2,freehand,86,Shatter,,,,41-60%,,,0,,,,,0.3,8.29,0,11.36,0,2.45,0,0,0,0,0,,,,,,,,,,,,,,
d2,freehand,87,FlakeFrag,Proximal,,B1,0%,YesComplete,,2,Subradial,,,No,0.17,8.46,0,11.63,10.05,2.74,0,7.13,2.15,2.71,0,,,0,None,Yes,NotExpressed,RegCurve,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d21,freehand,3,CompFlake,,No,B7,1-9%,No,RightLateral,2,Unidirectional,,Paralell,No,1.2,15.41,12.72,21.99,21.89,4.92,3.78,0,3.52,2.97,0,Feather,FacetedWithBulb,2,Indeterminate,Indeterminate,Indeterminate,Rectillinear,CompleteFissure,ShearedBulb,NoLip,QuadrangularTrapezoid,No,,
d21,freehand,5,CompFlake,,No,B2,1-9%,No,Distal,4,Unidirectional,Parallel,Paralell,No,1.71,23.59,21.64,18.2,15.78,4.1,3.58,8.41,3.21,4.16,0.2,Feather,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d21,freehand,24,CompFlake,,No,B7,11-40%,No,LeftLateral,1,Unidirectional,,Expanding,Yes,4,32.75,38.68,27.77,22.3,6.44,5.06,10.56,2.83,2.48,0.4,Splintered,NotPrepared,,HingedRemovals,Yes,Lateral,RegCurve,None,HingedBulb,NoLip,QuadrangularTrapezoid,No,,
d21,freehand,46,CompFlake,,No,B7,11-40%,YesPartial,LeftLateral,3,Unidirectional,Parallel,Paralell,No,0.97,28.31,26.61,13.55,11.23,3.55,1.98,5.28,1.27,0,0,Feather,NotPrepared,,None,No,Lateral,RegCurve,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d21,freehand,64,Shatter,,,,0%,,,0,,,,,0.14,8.47,0,12.95,0,1.79,0,0,0,0,0,,,,,,,,,,,,,,
d21,freehand,76,FlakeFrag,Proximal,,B1,0%,No,,2,Unidirectional,,,No,0.28,14.04,0,8.92,8.93,2.25,0,2.55,2.11,2.3,0,,NotPrepared,,HingedRemovals,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d21,freehand,82,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Converging,Yes,1.15,42.45,42.33,12.07,10.29,2.8,2.84,0.94,0.66,0,2.2,Feather,NotPrepared,,HingedRemovals,Yes,Indeterminate,RegCurve,None,HertzianCone,NoLip,NarrowLinear,No,,
d21,freehand,83,CompFlake,,No,B7,1-9%,No,LeftLateral,2,Unidirectional,,Ovoid,No,1.79,18.5,17.43,21.88,21.14,7.47,5.02,3.93,1.19,2.35,0,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d21,freehand,105,CompFlake,,No,B1,0%,No,,1,Unidirectional,,Ovoid,No,0.08,10.04,9.28,9.61,9.29,2.03,1.94,4.3,0.92,0,0,Feather,NotPrepared,,None,No,Indeterminate,RegCurve,CompleteFissure,ErrailuerScar,NoLip,NarrowLinear,No,,
d21,freehand,106,CompFlake,,No,B7,11-40%,No,LeftLateral,4,Subradial,,Converging,No,3.92,36.29,35.48,19.83,18.55,4.78,4.35,6.18,3.63,3.09,2,Feather,FacetedWithBulb,2,None,No,NotExpressed,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d21,freehand,107,CompFlake,,No,B7,11-40%,YesComplete,RightLateral,2,Unidirectional,,Paralell,No,1.3,24.34,27.25,20.6,20.68,3.78,2.83,4.61,1.41,0,0.3,Splintered,,0,HingedRemovals,Yes,Indeterminate,Indeterminate,CompleteFissure,ErrailuerScar,NoLip,NarrowCurved,No,,
d21,freehand,108,CompFlake,,No,B2,11-40%,No,Distal,2,Unidirectional,,Expanding,No,5.18,23.52,21.91,26.54,18.69,10.38,10.23,5.82,3.17,0,0,Axial,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d21,freehand,110,CompFlake,,Yes,B6,41-60%,Indeterminate,RightLateral,2,Unidirectional,,Paralell,No,0.91,28.64,27.76,10.12,10.11,3.25,3.24,0,0,0,0.1,Feather,Indeterminate,,HingedRemovals,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,ShearedBulb,Indeterminate,Crushed,No,,
d21,freehand,118,FlakeFrag,Mesial,,B1,0%,,,2,Unidirectional,,,,0.14,10.72,0,9.22,0,1.42,0,0,0,0,0,,,,,,,,,,,,No,,
d21,freehand,131,CompFlake,,No,B7,11-40%,YesPartial,LeftLateral,2,Unidirectional,,Converging,No,2.04,39.18,25.96,17.93,22.11,5.15,2.9,2.1,1.37,4.76,2,Feather,NotPrepared,,None,Yes,Indeterminate,Indeterminate,CompleteFissure,ErrailuerScar,Indeterminate,Crushed,No,,
d21,freehand,143,CompFlake,,No,B1,0%,No,,0,Subradial,,Converging,No,0.24,12.52,11.34,10.29,8.81,2.7,2.26,6.68,3.07,1.88,0,Feather,NotPrepared,,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d21,freehand,146,FlakeFrag,Proximal,,B7,11-40%,No,LeftLateral,2,Subradial,,,No,1.17,19.75,0,17.03,12.51,4.35,0,14.09,2.59,3.54,1,,NotPrepared,,None,Yes,NotExpressed,RegCurve,PartialFissure,HertzianCone,NoLip,NarrowCurved,No,,
d21,freehand,152,FlakeFrag,Mesial,,B6,41-60%,,LeftLateral,1,Unidirectional,,,,0.48,19.67,0,8.08,8.07,2.74,0,0,0,0,0,,,,,,,,,,,,No,,
d21,freehand,173,FlakeFrag,Distal,,B1,0%,,,1,Unidirectional,,,,0.22,14.52,0,9.21,0,2.29,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d21,freehand,182,FlakeFrag,Proximal,,Other,0%,No,,2,Unidirectional,,,No,0.32,7.56,0,12.7,10.5,3.89,0,5.82,1.45,1.49,0,,NotPrepared,,None,Yes,Indeterminate,RegCurve,None,HertzianCone,NoLip,NarrowCurved,No,,
d3,freehand,4,CompFlake,,No,B7,11-40%,YesComplete,LeftLateral,2,Unidirectional,,Converging,No,1.53,34.45,34.5,12.16,10.81,3.75,2.98,4.37,2.09,2.94,0.6,Feather,,,None,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d3,freehand,6,CompFlake,,No,B1,0%,YesComplete,,3,Unidirectional,Parallel,Ovoid,No,0.86,23.09,22.37,15.83,15.82,2.77,2.78,6.72,1.76,2.32,0,Feather,,,HingedRemovals,Yes,Indeterminate,Double,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d3,freehand,7,FlakeFrag,Proximal,,A2,100%,YesComplete,WholeDorsal,0,Indeterminate,,,No,5.43,24.03,0,29.53,26.68,7.33,0,0,0,0,0,,,,None,No,Indeterminate,Indeterminate,CompleteFissure,ErrailuerScar,NoLip,Indeterminate,No,,
d3,freehand,12,FlakeFrag,Distal,,B2,11-40%,,Distal,3,Unidirectional,Parallel,,,1,16.14,0,15.56,0,3.33,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d3,freehand,14,BrokenButNearlyComplete,Complete,No,B1,0%,No,,6,Unidirectional,Parallel,,No,0.91,19.97,19.93,14.45,11.1,3.46,3.45,5.06,1.43,2.2,0,Hinge,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,ChapeauDeGendarme,No,,
d3,freehand,18,CompFlake,,No,A3,91-99%,No,WholeDorsal,2,Indeterminate,,Paralell,No,1.58,26.95,26.48,15.16,14.1,3.89,2.44,5.79,2.77,2.96,0.2,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d3,freehand,35,FlakeFrag,Proximal,Yes,B1,0%,No,,2,Unidirectional,,,No,0.17,17.03,0,7.7,7.3,1.92,0,0,0,0,0,,Indeterminate,,HingedRemovals,Yes,Indeterminate,Indeterminate,CompleteFissure,ShearedBulb,NoLip,ReducedToAnEdge,No,,
d3,freehand,46,CompFlake,,No,B1,0%,No,,4,Radial,,Converging,Yes,0.21,19.84,19.83,7.8,6.55,1.73,1.33,0,0,0,0.3,Feather,Indeterminate,,LongFeatherRemovals,Yes,Indeterminate,Indeterminate,None,HertzianCone,NoLip,ReducedToAnEdge,No,,
