"","CoreNumber","Flaking.condition","Raw_material","Completeness","ReboundForce","Mass","MaxLength","TechLength","MaxWidth","MaxThickness","MarksVentralSurface","PlatformMorphology"
"1448","d21","freehand","flint","Complete","No",4,32.75,38.68,27.77,6.44,"Other","Shaped"
"1449","d21","freehand","flint","Complete","No",5.18,23.52,21.91,26.54,10.38,"Other","Shaped"
"1450","d21","freehand","flint","Complete",NA,0.08,10.04,9.28,9.61,2.03,"Other","Shaped"
"1451","d21","freehand","flint","Complete",NA,1.15,42.45,42.33,12.07,2.8,"Other","Shaped"
"1452","d21","freehand","flint","Complete",NA,1.3,24.34,27.25,20.6,3.78,"Other","Shaped"
"1453","d21","freehand","flint","Complete",NA,2.04,39.18,25.96,17.93,5.15,"Other","Crushed"
"1454","d21","freehand","flint","Fragment",NA,0.22,14.52,NA,9.21,2.29,NA,NA
"1455","d21","freehand","flint","Fragment","No",0.14,10.72,NA,9.22,1.42,NA,NA
"1456","d21","freehand","flint","Fragment",NA,0.48,19.67,NA,8.08,2.74,NA,NA
"1457","d21","freehand","flint","Fragment",NA,0.28,14.04,NA,8.92,2.25,"Other","Shaped"
"1458","d21","freehand","flint","Fragment",NA,0.32,7.56,NA,12.7,3.89,"Other","Shaped"
"1459","d21","freehand","flint","Fragment",NA,1.17,19.75,NA,17.03,4.35,"Other","Shaped"
"1460","d21","freehand","flint","Fragment",NA,0.14,8.47,NA,12.95,1.79,NA,NA
"1461","d3","freehand","flint","Complete","No",0.21,19.84,19.83,7.8,1.73,"Other","Shaped"
"1462","d3","freehand","flint","Complete","No",0.36,21.15,18,12.83,2.76,"Other","Shaped"
"1463","d3","freehand","flint","Complete","No",0.86,23.09,22.37,15.83,2.77,"Other","Shaped"
"1464","d3","freehand","flint","Complete","No",1.26,25.28,21.89,15.49,3.39,"Other","Shaped"
"1465","d3","freehand","flint","Complete","No",1.53,34.45,34.5,12.16,3.75,"Other","Shaped"
"1466","d3","freehand","flint","Complete",NA,0.29,23.21,18.38,6.87,2.44,"Other","Shaped"
"1467","d3","freehand","flint","Complete",NA,0.36,21.83,21.21,8.02,2.58,"Other","Shaped"
"1468","d3","freehand","flint","Complete",NA,0.53,17.57,11.83,18.5,2.57,"Other","Shaped"
"1469","d3","freehand","flint","Complete",NA,1.58,26.95,26.48,15.16,3.89,"Other","Shaped"
"1470","d3","freehand","flint","Fragment","No",0.53,16.82,NA,11.99,3.24,NA,NA
"1471","d3","freehand","flint","Fragment","No",1,16.14,NA,15.56,3.33,NA,NA
"1472","d3","freehand","flint","Fragment","Yes",0.61,17.69,NA,12.14,2.71,NA,NA
"1473","d3","freehand","flint","Fragment",NA,0.16,13.58,NA,11.02,1.38,NA,NA
"1474","d3","freehand","flint","Fragment","No",0.06,13.95,NA,8.04,1.26,NA,NA
"1475","d3","freehand","flint","Fragment","Yes",0.18,11.33,NA,9.61,1.35,NA,NA
"1476","d3","freehand","flint","Fragment","No",0.17,17.03,NA,7.7,1.92,"ShearedBulb","Shaped"
"1477","d3","freehand","flint","Fragment","No",5.43,24.03,NA,29.53,7.33,"Other","Shaped"
"1478","d3","freehand","flint","Fragment","Yes",0.54,13.27,NA,13.08,2.67,"Other","Shaped"
"1479","d3","freehand","flint","Fragment","Yes",1.88,17.98,NA,19.21,5.3,"Other","Shaped"
"1480","d3","freehand","flint","Complete",NA,0.91,19.97,19.93,14.45,3.46,"Other","Shaped"
"1481","d4","freehand","flint","Complete","No",0.2,15.84,15.84,7.65,1.6,"ShearedBulb","Shaped"
"1482","d4","freehand","flint","Complete","No",0.26,16.8,16.44,7.78,1.34,"Other","Shaped"
"1483","d4","freehand","flint","Complete","No",0.35,NA,13.99,10.88,2.2,"Other","Shaped"
"1484","d4","freehand","flint","Complete","No",0.44,24.23,24.19,11.8,4.24,"Other","Shaped"
"1485","d4","freehand","flint","Complete","No",1.51,27.83,27.81,11.08,5.77,"Other","Shaped"
"1486","d4","freehand","flint","Complete","No",1.81,28.46,28.46,19.35,3.2,"Other","Shaped"
"1487","d4","freehand","flint","Complete",NA,0.78,26.34,25.34,13.55,1.58,"Other","Shaped"
"1488","d4","freehand","flint","Fragment","No",0.17,19.4,NA,10.3,1.52,NA,NA
"1489","d4","freehand","flint","Fragment","No",2.47,20.32,NA,22.31,5.08,NA,NA
"1490","d4","freehand","flint","Fragment",NA,0.21,15.66,NA,6.6,1.08,NA,NA
"1491","d4","freehand","flint","Fragment",NA,0.27,21.86,NA,7.91,2.59,NA,NA
"1492","d4","freehand","flint","Fragment",NA,0.56,19.25,NA,13.73,6.95,NA,NA
"1493","d4","freehand","flint","Fragment","No",0.2,13.3,NA,9.92,2.5,NA,NA
"1494","d4","freehand","flint","Fragment","No",0.11,15.28,NA,5.16,2.02,"Other","Crushed"
"1495","d4","freehand","flint","Fragment","No",0.13,7.37,NA,12.41,2.05,"Other","Shaped"
"1496","d4","freehand","flint","Fragment","No",0.13,10.55,NA,5.34,2.8,"Other","Shaped"
"1497","d4","freehand","flint","Fragment","No",0.17,11.85,NA,10.06,2.23,"Other","Shaped"
"1498","d4","freehand","flint","Fragment","No",1.33,19.78,NA,19.56,3.4,"Other","Shaped"
"1499","d4","freehand","flint","Fragment",NA,0.18,10.05,NA,11.73,2.23,"Other","Shaped"
"1500","d4","freehand","flint","Fragment",NA,1.76,21.25,NA,24.33,5.62,"Other","Shaped"
"1501","d5","freehand","flint","Complete","No",0.27,21.97,21.95,9.82,4.1,"Other","Shaped"
"1502","d5","freehand","flint","Complete","No",0.42,22.52,22.09,13.72,2.41,"Other","Shaped"
"1503","d5","freehand","flint","Complete","No",1.16,16.74,16.22,21.57,4.07,"Other","Shaped"
"1504","d5","freehand","flint","Complete","No",1.27,23.75,23.54,18.27,3.82,"Other","Shaped"
"1505","d5","freehand","flint","Complete","No",1.29,23.94,23.32,14.7,4.04,"Other","Shaped"
"1506","d5","freehand","flint","Complete","No",1.71,35.7,34.71,15.77,3.51,"Other","Shaped"
"1507","d5","freehand","flint","Complete","No",2.28,21.98,20.46,23.23,8.25,"Other","Shaped"
"1508","d5","freehand","flint","Complete","No",4.78,39.1,36.45,22.58,5.3,"Crushing","Crushed"
"1509","d5","freehand","flint","Complete",NA,0.03,13.54,13.56,5.86,1.22,"Other","Shaped"
"1510","d5","freehand","flint","Complete",NA,0.3,12.66,12.91,12.5,2.9,"Other","Shaped"
"1511","d5","freehand","flint","Complete",NA,0.72,31.11,31.11,12.87,2.54,"Other","Shaped"
"1512","d5","freehand","flint","Complete",NA,1.12,30.28,30.63,13.77,4.89,"Other","Shaped"
"1513","d5","freehand","flint","Fragment","No",0.11,18.18,NA,8.09,1.13,NA,NA
"1514","d5","freehand","flint","Fragment",NA,0.14,13.45,NA,5.12,1.34,NA,NA
"1515","d5","freehand","flint","Fragment",NA,0.15,12.98,NA,10.21,1.42,NA,NA
"1516","d5","freehand","flint","Fragment","No",0.3,17.87,NA,8.67,2.6,"Other","Shaped"
"1517","d5","freehand","flint","Fragment",NA,0.66,20.71,NA,11.12,2.92,"Other","Shaped"
"1518","d5","freehand","flint","Fragment","No",0.22,18.67,18.67,7.32,1.46,"Other","Shaped"
"1519","d5","freehand","flint","Complete","No",0.37,17.44,17.43,13.78,2.24,"Other","Shaped"
"1520","d5","freehand","flint","Complete",NA,0.14,17.37,17.02,6.83,1.74,"Other","Shaped"
"1521","d6","freehand","flint","Complete","No",0.16,15.06,14.84,8.88,1.82,"Other","Shaped"
"1522","d6","freehand","flint","Complete","No",0.31,11.44,11.3,12.08,2.57,"Other","Shaped"
"1523","d6","freehand","flint","Complete","No",0.32,14.63,7.27,14.91,4.76,"Other","Shaped"
"1524","d6","freehand","flint","Complete","No",0.58,11.58,9.19,18.72,3.66,"Other","Shaped"
"1525","d6","freehand","flint","Complete","No",0.61,16.46,16.57,10.96,3.97,"Other","Crushed"
"1526","d6","freehand","flint","Complete","No",0.69,16.32,16.33,13.62,4.83,"Other","Shaped"
"1527","d6","freehand","flint","Complete","No",0.75,17.56,17.1,15.53,4.06,"Other","Shaped"
"1528","d6","freehand","flint","Complete","No",0.81,15.03,13.11,18.61,3.6,"Crushing","Shaped"
"1529","d6","freehand","flint","Complete","No",1.01,23.29,14.6,14.83,3.56,"Other","Shaped"
"1530","d6","freehand","flint","Complete","No",1.41,30.12,28.81,12.77,5.95,"Crushing","Shaped"
"1531","d6","freehand","flint","Complete","Yes",0.26,13.05,13.04,11.34,3.09,"Other","Shaped"
"1532","d6","freehand","flint","Complete","Yes",0.82,17.23,12.71,19.19,3.48,"Other","Shaped"
"1533","d6","freehand","flint","Fragment",NA,0.12,14.63,NA,6.21,1.36,NA,NA
"1534","d6","freehand","flint","Fragment",NA,0.09,10.18,NA,10.75,1.49,"Other","Crushed"
"1535","d6","freehand","flint","Fragment",NA,0.18,13.37,NA,6.78,1.58,"Other","Shaped"
"1536","d6","freehand","flint","Fragment",NA,0.46,11.16,NA,15.82,3.84,"Other","Shaped"
"1537","d6","freehand","flint","Fragment",NA,0.95,14.45,NA,13.66,4.65,"Other","Shaped"
"1538","d6","freehand","flint","Fragment",NA,1.41,23.36,NA,16.6,3.9,"Other","Shaped"
"1539","d6","freehand","flint","Fragment","Yes",0.32,11.48,NA,11.43,1.8,NA,NA
"1540","d6","freehand","flint","Complete","No",0.92,24.7,24.41,13.71,3.42,"Other","Shaped"
"1541","d7","freehand","flint","Complete","No",0.14,12.89,12.57,10,1.78,"Other","Shaped"
"1542","d7","freehand","flint","Complete","No",0.62,19.17,17.88,11.23,3.2,"ShearedBulb","Crushed"
"1543","d7","freehand","flint","Complete","No",0.77,24.42,23.74,15.79,2.65,"Other","Shaped"
"1544","d7","freehand","flint","Complete","No",0.85,31.65,31.42,11.64,2.57,"Other","Shaped"
"1545","d7","freehand","flint","Complete","No",1.76,30.49,29.94,17.42,5.39,"ShearedBulb","Shaped"
"1546","d7","freehand","flint","Complete","No",2.22,28.17,27.41,20.54,4.52,"Other","Shaped"
"1547","d7","freehand","flint","Complete","No",3,31.26,31.81,15.67,7.16,"Other","Shaped"
"1548","d7","freehand","flint","Complete","No",3.68,32.12,29.48,31.54,4.72,"Other","Shaped"
"1549","d7","freehand","flint","Fragment","No",0.11,15.03,NA,6.78,2.3,NA,NA
"1550","d7","freehand","flint","Fragment","No",0.25,15.29,NA,14.47,1.26,NA,NA
"1551","d7","freehand","flint","Fragment","No",2.65,20.5,NA,26.31,5.33,NA,NA
"1552","d7","freehand","flint","Fragment",NA,0.12,15.83,NA,5.17,1.73,NA,NA
"1553","d7","freehand","flint","Fragment",NA,0.08,12.01,NA,6.42,1.47,"Other","Shaped"
"1554","d7","freehand","flint","Fragment",NA,0.53,13.76,NA,16.99,3.65,"Other","Shaped"
"1555","d7","freehand","flint","Fragment",NA,0.89,12.96,NA,17.4,3.93,"Other","Shaped"
"1556","d7","freehand","flint","Fragment",NA,0.98,14.72,NA,15.74,5.78,"Other","Shaped"
"1557","d7","freehand","flint","Fragment",NA,1.25,17.93,NA,18.14,3.44,"Other","Shaped"
"1558","d7","freehand","flint","Fragment",NA,1.93,28.43,NA,12.56,4.7,"Other","Shaped"
"1559","d7","freehand","flint","Complete","No",0.68,31.98,31.32,9.45,2.38,"Other","Shaped"
"1560","d7","freehand","flint","Fragment",NA,3.4,27.85,NA,19.06,12.29,NA,NA
"1561","d8","freehand","flint","Complete","No",0.24,17.48,17.47,9.42,1.97,"Other","Shaped"
"1562","d8","freehand","flint","Complete","No",0.28,18.74,15.95,9.68,1.49,"Other","Shaped"
"1563","d8","freehand","flint","Complete","No",0.65,19.75,18.46,14.24,2.39,"ShearedBulb","Shaped"
"1564","d8","freehand","flint","Complete","No",0.72,16.78,16.78,15.58,3.88,"Other","Shaped"
"1565","d8","freehand","flint","Complete","No",0.78,14.63,14.54,15.45,3.91,"Other","Shaped"
"1566","d8","freehand","flint","Complete","No",0.97,24.14,24.14,9.59,4.51,"Other","Shaped"
"1567","d8","freehand","flint","Complete","No",1.38,25.8,25.79,16.82,5.44,"ShearedBulb","Shaped"
"1568","d8","freehand","flint","Complete","No",3.2,22.58,22.58,19.14,7.73,"Other","Shaped"
"1569","d8","freehand","flint","Complete","No",3.58,29.62,29.61,26.03,5.4,"Other","Shaped"
"1570","d8","freehand","flint","Complete","Yes",2.65,34.86,34.85,14.71,5.85,"Other","Shaped"
"1571","d8","freehand","flint","Fragment","No",0.06,17.63,NA,6.83,1.17,NA,NA
"1572","d8","freehand","flint","Fragment","No",0.29,13.13,NA,9.01,2.43,NA,NA
"1573","d8","freehand","flint","Fragment","No",0.31,16.33,NA,8.04,3.07,NA,NA
"1574","d8","freehand","flint","Fragment","No",0.32,18.53,NA,6.55,2.73,NA,NA
"1575","d8","freehand","flint","Fragment","No",4,30.08,NA,29.8,6.71,NA,NA
"1576","d8","freehand","flint","Fragment",NA,0.53,23.89,NA,9.06,2.83,NA,NA
"1577","d8","freehand","flint","Fragment",NA,1,23.64,NA,7.94,6.51,NA,NA
"1578","d8","freehand","flint","Fragment",NA,0.27,13.13,NA,9.75,2.55,"Other","Shaped"
"1579","d8","freehand","flint","Fragment",NA,13.89,30.08,NA,32.27,14.59,"Other","Shaped"
"1580","d8","freehand","flint","Fragment",NA,0.58,10.9,NA,17.06,4.44,NA,NA
"1581","d9","freehand","flint","Complete","No",0.12,13.44,13.47,5.41,1.67,"Other","Shaped"
"1582","d9","freehand","flint","Complete","No",0.46,20.74,20.72,11.95,4.43,"Other","Shaped"
"1583","d9","freehand","flint","Complete","No",0.61,20.16,18.41,14.59,2.38,"Other","Shaped"
"1584","d9","freehand","flint","Complete","No",1.1,40.36,39.94,9.67,2.95,"Other","Shaped"
"1585","d9","freehand","flint","Complete","No",1.62,23.71,23.67,17.2,5.12,"Other","Shaped"
"1586","d9","freehand","flint","Complete","No",4.85,NA,44.13,16.23,6.27,"Other","Shaped"
"1587","d9","freehand","flint","Complete","Yes",0.15,12.72,12.72,6,1.68,"Other","Shaped"
"1588","d9","freehand","flint","Complete","Yes",0.55,35.59,35.52,9.24,2.59,"Other","Shaped"
"1589","d9","freehand","flint","Complete","Yes",0.71,16.81,16.81,16.01,2.96,"Other","Shaped"
"1590","d9","freehand","flint","Complete","Yes",6.41,37.73,34.79,23.61,7.36,"Other","Shaped"
"1591","d9","freehand","flint","Fragment","No",0.2,17.75,NA,9.26,1.33,NA,NA
"1592","d9","freehand","flint","Fragment","No",0.23,13.7,NA,7.83,2.23,NA,NA
"1593","d9","freehand","flint","Fragment","No",0.28,10.34,NA,17.56,2.12,NA,NA
"1594","d9","freehand","flint","Fragment","Yes",0.07,15.36,NA,7.21,1.64,NA,NA
"1595","d9","freehand","flint","Fragment",NA,0.12,9.29,NA,5.09,2.41,"Other","Shaped"
"1596","d9","freehand","flint","Fragment",NA,0.18,7.67,NA,12.81,2.36,"Other","Shaped"
"1597","d9","freehand","flint","Fragment",NA,0.25,15.54,NA,8.09,2.74,"Other","Shaped"
"1598","d9","freehand","flint","Fragment",NA,0.4,15.81,NA,7.99,2.64,"Other","Shaped"
"1599","d9","freehand","flint","Complete","No",0.58,27,26.88,9.26,2.67,"Other","Shaped"
"1600","d9","freehand","flint","Fragment",NA,0.16,13.88,NA,6.07,2.49,NA,NA
