DateOfDataEntry,Flaking condition,CoreNumber,ToolNumber,QuartzGrain,QuartzGrainSize,QuartzPlane,LithicArtifactClass,Completeness,EvidenceBipolarPercussion,ReboundForce,TechnicalCategory,FlakeProfile,CortexArea,PlatformCortex,CortexLocation,DorsalScarCount,DorsalDirection,ArisOrientation,CrossSectionType,ProfileTwisted?,FlakeTermination,PlatformPrep,NumberPlatformScars,DorsalPrep,PlatAbrasion,FractureInitiationPoint,PlatformDelineation,FissuringOnPlatform,MarksVentralSurface,Lipping,PlatformMorphology,EdgeDamage,DiagnosticImpactFractures,MaxLength,TechLength,MaxWidth,MaxTechWidth,MaxThickness,MidThickness,PlatformWidth,PlatformThickness,ExteriorPlatAngle,EPACaliper,Mass,Curvature,Notes,Photograph
02.09.16,Bipolar,23,19,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,,,,0%,,,1,,,,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.16,0,,No
02.09.16,Bipolar,21,19,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Distal,Yes,Yes,,,0%,,,2,BiOrUni,Parallel,Triangular,No,Splintered,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.14,0,,No
02.11.16,Bipolar,22,19,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,,,,0%,,,1,,,,No,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.11,0,,Yes
02.18.16,Bipolar,8,19,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B1,Parallel,0%,No,,1,,,,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,8.93,8.91,7.17,6.52,1.7,1.52,3.17,1,0.84,Small,0.13,0,,Yes
02.23.16,Bipolar,1,19,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.24,0,,Yes
02.23.16,Bipolar,4,19,Grain_Absent,,Plane_Present,FlakeFrag,Distal,Yes,Yes,,,61-90%,,WholeDorsal,1,,,,Yes,Hinge,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.12,0,,Yes
02.11.16,Bipolar,24,19,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,A2,Converging,100%,No,WholeDorsal,0,Indeterminate,Indeterminate,Other,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,None,HingedBulb,NoLip,Crushed,No,,11.64,11.62,4.66,4.66,1.4,0.7,1.85,0.81,0.93,Small,0.06,0,great bp bladelet,Yes
02.16.16,Freehand,11,19,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B4,Expanding,11-40%,No,Distal,2,Unidirectional,Parallel,Other,No,Axial,NotPrepared,,None,No,Centered,RegCurve,None,HertzianCone,NoLip,OvularOrTriangular,No,,26.39,17.97,40.26,29.7,9.54,8.73,21.28,6.09,2.39,Small,6.72,0,,Yes
02.16.16,Freehand,12,19,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,No,,,0%,YesPartial,,1,,,,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,0,0,0,0,8.29,0,3.58,0.33,0,Small,2.45,0,another very bp like flake,Yes
02.16.16,Freehand,13,19,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B7,Converging,0%,YesComplete,,2,Unidirectional,Parallel,Triangular,No,Feather,NotPrepared,,None,No,Centered,RegCurve,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,28.45,28.44,15.15,15.14,4.19,4.18,11.06,4.51,2.91,Small,1.83,0.1,,Yes
02.18.16,Bipolar,6,19,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,Yes,No,,,100%,,WholeDorsal,0,Indeterminate,Indeterminate,Other,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.36,0,,No
02.23.16,Bipolar,2,19,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B1,Parallel,0%,No,,2,Bidirectional,Parallel,Triangular,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,14.76,14.71,4.47,4.02,2.27,1.11,2.12,0.58,0.93,Small,0.13,0.05,great bladelet,Yes
02.23.16,Bipolar,14,19,Grain_Absent,,Plane_Present,FlakeFrag,Distal,Indeterminate,No,,,0%,,,2,BiOrUni,Parallel,Triangular,No,Axial,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.35,0,,Yes
03.01.16,Freehand,4,19,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,0%,,,2,BiOrUni,Parallel,Other,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.08,0,,No
03.01.16,Freehand,1,19,Grain_Absent,,Plane_Absent,FlakeFrag,Distal,No,No,,,0%,,,1,,,,No,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.24,0,,No
03.01.16,Freehand,14,19,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,91-99%,,WholeDorsal,1,,,,No,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.69,0,,No
03.03.16,Freehand,5,19,Grain_Absent,,Plane_Present,CompFlake,Complete,Indeterminate,No,B1,Converging,0%,No,,2,BiOrUni,Parallel,Triangular,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,None,RipplesUndulations,NoLip,QuadrangularTrapezoid,No,,33.05,33.04,17.65,17.65,7.5,6.5,4.33,4.92,0,Small,3.2,0.3,,No
02.23.16,Bipolar,18,19,Grain_Present,Fine_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,B7,Parallel,11-40%,No,RightLateral,2,Bidirectional,Indeterminate,Triangular,No,Bipolar,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,26.32,26.31,13.46,13.44,7.46,6.09,3.39,0.78,0.97,Small,2.57,0.4,,Yes
02.25.16,Bipolar,15,19,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,B7,Converging,11-40%,No,RightLateral,4,Bidirectional,Parallel,Triangular,No,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,28.23,28.21,16.07,16.06,8.15,8.14,1.91,0.98,1.07,Small,3.8,0,,Yes
02.25.16,Bipolar,9,19,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,A3,Parallel,91-99%,No,WholeDorsal,1,,,,No,Bipolar,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,12.35,12.34,7.85,7.02,2.46,2.46,4.17,0.71,0.79,Small,0.32,1,great little bladelet with all the features,Yes
03.03.16,Freehand,8,19,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,1-9%,,Mesial,2,Unidirectional,Indeterminate,Trapezoidal,Yes,Overshoot,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.46,0,,No
03.03.16,Freehand,7,19,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,No,No,A2,Other,61-90%,No,DistalLeftLat,1,,,,No,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,None,None,NoLip,NarrowLinear,No,,18.6,16.33,20.89,20.82,12.18,12.18,2.79,1.41,2.18,Small,2.94,0.3,,No
03.04.16,Freehand,10,19,Grain_Absent,,Plane_Present,FlakeFrag,ProxRightLat,No,No,,,100%,YesComplete,WholeDorsal,0,Indeterminate,Indeterminate,Other,No,,NotPrepared,,None,No,Centered,RegCurve,None,None,NoLip,OvularOrTriangular,No,,0,0,0,0,13.72,0,0,8.45,0,Small,5.39,0,,No
02.25.16,Bipolar,11,19,Grain_Absent,,Plane_Present,CompFlake,ProxLeftLat,Yes,No,,Parallel,11-40%,No,Distal,2,Unidirectional,Parallel,Trapezoidal,No,Bipolar,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,23.06,19.63,0,0,4.78,4.52,0,0.98,0.86,Small,2,0,"actually siret break, but complete distal",Yes
03.01.16,Freehand,15,19,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,100%,,WholeDorsal,0,Indeterminate,Indeterminate,Other,No,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.42,0,,No
02.25.16,Bipolar,7,19,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,1-9%,YesPartial,Proximal,3,Bidirectional,Parallel,Triangular,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,20.31,20.3,7.32,7.31,6.44,6.43,3.86,1.03,1.3,Small,0.83,0,possible siret break,Yes
02.25.16,Bipolar,20,19,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B1,Parallel,11-40%,No,RightLateral,3,Bidirectional,Parallel,Triangular,No,Bipolar,NotPrepared,,None,No,NotExpressed,RegCurve,None,RipplesUndulations,NoLip,Crushed,No,,29.77,29.77,14.68,14.67,8.62,8.17,2.83,0.92,0.81,Small,3.46,0,,Yes
02.27.16,Bipolar,12,19,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,0%,No,,2,Bidirectional,Indeterminate,Triangular,No,Bipolar,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,ShearedBulb,NoLip,QuadrangularTrapezoid,No,,19.21,19.2,10.31,10.31,4.31,4.3,2.31,1.6,1.91,Small,0.96,0,,No
02.27.16,Bipolar,13,19,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B7,Parallel,1-9%,No,Proximal,2,Bidirectional,Parallel,Triangular,No,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,36.57,36.57,21.3,21,10.28,10.28,8.61,1.6,1.59,Small,8.31,0,nice big blade,Yes
02.29.16,Freehand,3,19,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B7,Converging,1-9%,No,RightLateral,1,,,,No,Feather,FacetedWithBulb,3,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,20.07,20.05,15.54,15.54,6.71,6.65,13.34,5.24,1.51,Small,2.13,0,,Yes
03.01.16,Freehand,6,19,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,Yes,,,1-9%,YesComplete,RightLateral,4,BiOrUni,Indeterminate,Domed,No,,NotPrepared,,None,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,0,0,0,0,11.94,0,13.49,9.9,2.32,Small,11.96,0,,No
03.01.16,Freehand,2,19,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,61-90%,,Indeterminate,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.05,0,,No
03.04.16,Freehand,9,19,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B1,Converging,11-40%,YesComplete,LeftLateral,4,Unidirectional,Parallel,Domed,No,Feather,NotPrepared,,None,Yes,Centered,RegCurve,None,HertzianCone,NoLip,OvularOrTriangular,No,,32.62,32.62,21.25,20.66,7.56,5.78,11.96,4.65,2.67,Small,5.72,0,,Yes
12.21.15,Freehand,19,2,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B1,Parallel,0%,YesComplete,WholeDorsal,1,Bidirectional,Indeterminate,Other,No,Feather,NotPrepared,,None,No,Centered,OverhangCurveNoBreak,None,None,NoLip,QuadrangularTrapezoid,No,,15.79,11.37,23.68,20.75,2.21,1.6,16.99,3.08,1.54,Small,0.69,0.2,,Yes
02.05.16,Freehand,18,2,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,1-9%,No,LeftLateral,4,Unidirectional,Parallel,Trapezoidal,No,,NotPrepared,,None,Yes,Lateral,OverhangCurveNoBreak,None,HertzianCone,NoLip,Reducedtoanedge,No,,0,0,0,0,1.87,0,3.69,0.63,0.89,Small,0.53,0,great little bladelet,Yes
02.05.16,Freehand,16,2,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.44,0,,No
02.08.16,Freehand,17,2,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,YesComplete,,2,Unidirectional,Parallel,Triangular,No,,NotPrepared,,None,No,Centered,RegCurve,None,HertzianCone,NoLip,OvularOrTriangular,No,,0,0,0,0,8.56,0,12.41,6.67,3.32,Small,2.41,0,,Yes
02.08.16,Freehand,20,2,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,YesComplete,,4,Subradial,Convergent,Triangular,No,,NotPrepared,,None,Yes,NotExpressed,RegCurve,None,RipplesUndulations,NoLip,OvularOrTriangular,No,,0,0,0,0,8.24,0,10.03,4.97,2.58,Small,5.54,0,,Yes
02.09.16,Bipolar,25,2,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,,,,100%,,WholeDorsal,0,Indeterminate,Indeterminate,Other,,Axial,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,1.91,0,,No
02.09.16,Bipolar,23,2,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,0%,No,,2,Bidirectional,Parallel,Triangular,Yes,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,22.57,22.55,11.24,11.23,5.07,5.55,2.9,0.64,0.84,Small,1.36,0,"great bp flake, rebound force",Yes
02.09.16,Bipolar,21,2,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,A3,Parallel,91-99%,No,WholeDorsal,1,,,,No,Splintered,NotPrepared,,None,No,Centered,RegCurve,CompleteFissure,ShearedBulb,NoLip,QuadrangularTrapezoid,No,,24.39,24.35,16.99,17.35,7.23,6.34,8.18,6.16,2.35,Small,3.26,0,"clear that platform shape (larger, thicker) increases with cortex values",Yes
02.11.16,Bipolar,22,2,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Expanding,0%,No,,3,Bidirectional,Parallel,Triangular,No,Splintered,NotPrepared,,None,Yes,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,26.63,23.33,17.61,14.09,6.59,5.51,4.35,0.88,0.89,Small,2.47,0,,Yes
02.11.16,Bipolar,24,2,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B2,Expanding,1-9%,No,DistalRightLat,3,Bidirectional,Parallel,Domed,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,24.13,23.49,11.78,6.93,3.54,2.61,3.84,0.68,0.69,Small,0.76,1.1,,Yes
02.23.16,Bipolar,1,2,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B3,Parallel,0%,No,,4,BiOrUni,Indeterminate,Other,No,Bipolar,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,Crushing,NoLip,Crushed,No,,25.2,25.19,18.92,16.77,4.33,3.36,4.48,0.8,0.98,Small,1.9,0.4,,Yes
02.23.16,Bipolar,4,2,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B2,Expanding,41-60%,No,DistalRightLat,2,Unidirectional,Parallel,Domed,No,Overshoot,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,33.21,33.19,23.2,23.19,11.25,11.26,6.86,1.3,1.51,Small,7.22,5,,Yes
02.16.16,Freehand,11,2,Grain_Absent,,Plane_Absent,FlakeFrag,Mesial,No,,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.21,0,,Yes
02.16.16,Freehand,12,2,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B4,Parallel,1-9%,No,Distal,3,Unidirectional,Parallel,Triangular,No,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,None,None,NoLip,NarrowLinear,No,,12.89,13.07,8.05,8.04,3.12,3.12,2.73,0.67,0,Small,0.35,0,,Yes
02.16.16,Freehand,13,2,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,,,,11-40%,,RightLateral,2,Unidirectional,Convergent,Triangular,No,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.19,0,,Yes
02.18.16,Bipolar,6,2,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B7,Converging,0%,No,,4,Bidirectional,Indeterminate,Domed,No,Crushed,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,22.23,22.23,13.77,13.76,7.03,6.46,5.65,1.71,1.27,Small,2.24,1.5,,Yes
02.18.16,Bipolar,8,2,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,Other,Other,61-90%,No,WholeDorsal,2,Bidirectional,Convergent,Domed,Yes,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,29.67,29.64,21.4,20.95,5.96,5.95,3.56,0.99,1.29,Small,3.52,0,,Yes
02.23.16,Bipolar,2,2,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,1-9%,No,MesialLeftLat,5,Bidirectional,Parallel,Domed,No,Bipolar,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,39.26,39.25,25.79,21.94,8.16,7.09,6.69,0.71,1.17,Small,8.49,4,,Yes
02.23.16,Bipolar,14,2,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Fragment,No,No,,,100%,,WholeDorsal,0,Indeterminate,Indeterminate,Other,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.21,0,,Yes
03.01.16,Freehand,1,2,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B7,Parallel,0%,YesComplete,,2,Unidirectional,Convergent,Triangular,Yes,Feather,NotPrepared,,None,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,10.8,10.79,5.21,5.18,2.18,2.18,3.75,0.95,1.79,Small,0.14,0,,Yes
03.01.16,Freehand,14,2,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B2,Ovoid,11-40%,YesComplete,Distal,2,Unidirectional,Indeterminate,Domed,No,Feather,NotPrepared,,HingedRemovals,Yes,Centered,RegCurve,None,HertzianCone,NoLip,NarrowLinear,No,,11.17,8.88,11.18,11.18,2.86,2.86,4.19,1.05,1.58,Small,0.27,0,,Yes
03.03.16,Freehand,7,2,Grain_Absent,,Plane_Present,FlakeFrag,ProxRightLat,No,No,,,91-99%,No,WholeDorsal,1,,,,No,,NotPrepared,,None,No,Lateral,RegCurve,None,HertzianCone,NoLip,NarrowLinear,No,,0,0,0,0,3.03,0,0,3.53,0.87,Small,0.23,0,,No
02.23.16,Bipolar,18,2,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Mesial,Yes,No,,,0%,,,1,,,,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.07,0,,Yes
02.25.16,Bipolar,15,2,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,Yes,,,0%,No,,3,Bidirectional,Parallel,Other,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,Crushing,NoLip,Crushed,No,,0,0,0,0,3.55,0,2.56,0.48,1.1,Small,0.33,0,great bladelet,Yes
02.25.16,Bipolar,15,2,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B7,Converging,11-40%,No,LeftLateral,1,,,,Yes,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,ShearedBulb,NoLip,Crushed,No,,15.66,15.65,4.7,3.56,2.51,2.51,2.62,0.65,1.2,Small,0.19,0,,Yes
02.25.16,Bipolar,9,2,Grain_Absent,,Plane_Present,FlakeFrag,Mesial,No,No,,,11-40%,,LeftLateral,1,,,,No,,,,,,,,,,,,Yes,StepTerminatingBendingFracture,0,0,0,0,0,0,0,0,0,Small,0.25,0,step ventral,Yes
03.03.16,Freehand,5,2,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,1-9%,No,LeftLateral,1,,,,No,,NotPrepared,,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,Crushed,No,,0,0,0,0,3.29,0,3.99,0.82,1.38,Small,0.24,0,,No
03.03.16,Freehand,8,2,Grain_Absent,,Plane_Present,FlakeFrag,Mesial,No,No,,,11-40%,,Indeterminate,1,,,,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.24,0,,No
02.25.16,Bipolar,11,2,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,0%,No,,2,Bidirectional,Parallel,Domed,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,10.75,10.74,3.33,3.33,4.2,4.2,1.8,0.79,0.94,Small,0.14,0,,Yes
02.25.16,Bipolar,7,2,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B4,Parallel,1-9%,No,Distal,3,Unidirectional,Convergent,Trapezoidal,Yes,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,17.16,16.28,6.26,5.68,2.25,2.17,3.68,0.72,0.74,Small,0.25,0,bladelet,Yes
02.29.16,Freehand,3,2,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,0%,,,1,,,,Yes,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.09,0,,No
03.01.16,Freehand,15,2,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,0%,,,2,Bidirectional,Convergent,Domed,Yes,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.21,0,,No
02.25.16,Bipolar,20,2,Grain_Absent,,Plane_Present,FlakeFrag,Distal,Indeterminate,No,,,100%,,WholeDorsal,0,Indeterminate,Indeterminate,Other,Yes,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.08,0,,No
02.25.16,Bipolar,5,2,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Expanding,0%,No,,3,Bidirectional,Indeterminate,Domed,No,Step,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,11.84,11.84,7.53,7.52,3.34,3.34,3.33,0.83,0.96,Small,0.34,0,,No
02.27.16,Bipolar,12,2,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,No,,,0%,No,,2,BiOrUni,Parallel,Other,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,4.88,0,2.12,0.56,0.93,Small,0.22,0,,No
02.27.16,Bipolar,10,2,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,91-99%,,WholeDorsal,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.13,0,,No
03.01.16,Freehand,6,2,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,11-40%,,Indeterminate,1,,,,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.13,0,,No
03.01.16,Freehand,2,2,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,11-40%,,RightLateral,1,,,,Yes,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.34,0,,No
03.01.16,Freehand,4,2,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,1-9%,,Indeterminate,4,Unidirectional,Parallel,Domed,No,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,4.78,0,,No
03.04.16,Freehand,10,2,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,61-90%,,WholeDorsal,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.25,0,,No
03.04.16,Freehand,9,2,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B7,Converging,0%,YesPartial,,3,Unidirectional,Parallel,Domed,No,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,None,HertzianCone,NoLip,NarrowLinear,No,,11.34,11.33,7.57,7.1,2.86,2.77,2.91,0.6,0,Small,0.25,0,,No
02.04.16,Freehand,19,20,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,YesComplete,,2,Unidirectional,Indeterminate,Other,No,,NotPrepared,,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,0,0,0,0,4.04,0,12.42,2.81,2.68,Small,0.85,0,,Yes
02.05.16,Freehand,18,20,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B1,Parallel,0%,YesComplete,,2,Unidirectional,Parallel,Triangular,Yes,Feather,NotPrepared,,None,Yes,NotExpressed,OverhangCurveNoBreak,None,None,NoLip,QuadrangularTrapezoid,No,,10.68,10.65,6.68,4.91,1.03,0.71,4.31,1.46,1.76,Small,0.09,0,,Yes
02.08.16,Freehand,16,20,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Fragment,Indeterminate,,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.21,0,,Yes
02.08.16,Freehand,17,20,Grain_Absent,,Plane_Present,FlakeFrag,Mesial,No,,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.08,0,,Yes
02.08.16,Freehand,20,20,Grain_Absent,,Plane_Present,Splinter,Fragment,No,,,,0%,,,2,BiOrUni,Parallel,Triangular,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.13,0,,No
02.09.16,Bipolar,25,20,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,No,,,0%,No,,2,Bidirectional,Parallel,Other,No,,NotPrepared,,None,No,NotExpressed,RegCurve,None,RipplesUndulations,NoLip,Crushed,No,,0,0,0,0,1.59,0,2.57,-0.11,0.75,Small,0.21,0,,No
02.09.16,Bipolar,23,20,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,,,,11-40%,,Distal,1,,,,Yes,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.12,0,,No
02.09.16,Bipolar,21,20,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B1,Parallel,0%,No,,1,,,,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,7.27,7.23,6.98,6.34,1.01,1,3.36,0.84,0.6,Small,0.1,0,,Yes
02.11.16,Bipolar,22,20,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,Indeterminate,,,,0%,,,2,BiOrUni,Parallel,Triangular,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.1,0,,Yes
